,Trial Number,A,B,Alpha,Beta,WCV,AllBCV,AllCF,MeanBCV,MeanCF,MinBCV,MinCF,MaxBCV,MaxCF,CohBCV,CohCF,SelectedCF
0,45326.0,0.01,0.01,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0006527069830036,0.383331443320751,0.0075079950016205,0.371184699425946,0.0076294624405685,8.101627906477132,-0.0696749696299433,1.999955756557756e-12,0.011341309434808,AllCF
1,29277.0,0.01,0.2575,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.3737817567448319,0.3438212221795496,-0.0738619443041329,0.3208664690785718,-0.0679510953806311,9.061317136817088,-2.3186171423232995,-0.0154032706771099,0.0186383626064569,AllCF
2,29278.0,0.01,0.505,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.7471499503180489,0.3438212221795496,-0.1589576967935714,0.3208664690785718,-0.1473655464775776,9.061317136817088,-4.5612931336855285,-0.0154032706771099,0.0224506720990416,AllCF
3,29279.0,0.01,0.7525,0.85,0.7,1.4672020407101096,1.5085583578715842,-1.120518143891266,0.3438212221795496,-0.2440534492830099,0.3208664690785718,-0.2267799975745241,9.061317136817088,-6.803969125047757,-0.0154032706771099,0.0262629815916263,AllCF
4,29280.0,0.01,1.0,0.85,0.7,1.4672020407101096,1.5085583578715842,-1.493886337464483,0.3438212221795496,-0.3291492017724485,0.3208664690785718,-0.3061944486714707,9.061317136817088,-9.046645116409987,-0.0154032706771099,0.030075291084211,AllCF
5,30006.0,0.2575,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.2749811282967571,0.2833776859382238,0.2837898071121803,0.371184699425946,0.2829117369773031,4.503487940080877,0.2415887045707538,1.9999557565577565e-12,0.2866235839715426,AllCF
6,45332.0,0.2575,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0168072048123436,0.383331443320751,0.1933308712917281,0.371184699425946,0.1964586578446404,8.101627906477132,-1.79413046797104,1.999955756557756e-12,0.2920387179463065,AllCF
7,29283.0,0.2575,0.505,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.3840174452422967,0.3438212221795496,0.2041748082821806,0.3208664690785718,0.2157669585981745,9.061317136817088,-4.198160628609776,-0.0154032706771099,0.3855831771747938,AllCF
8,29284.0,0.2575,0.7525,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.7573856388155138,0.3438212221795496,0.1190790557927422,0.3208664690785718,0.136352507501228,9.061317136817088,-6.440836619972005,-0.0154032706771099,0.3893954866673785,AllCF
9,29285.0,0.2575,1.0,0.85,0.7,1.4672020407101096,1.5085583578715842,-1.130753832388731,0.3438212221795496,0.0339833033033036,0.3208664690785718,0.0569380564042814,9.061317136817088,-8.683512611334235,-0.0154032706771099,0.3932077961599632,AllCF
10,30011.0,0.505,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.5504736992985503,0.2833776859382238,0.5592823781139735,0.371184699425946,0.5584043079790963,4.503487940080877,0.517081275572547,1.9999557565577565e-12,0.5621161549733358,AllCF
11,30012.0,0.505,0.2575,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.2623229213471149,0.2833776859382238,0.4891464008442631,0.371184699425946,0.4665360948711746,4.503487940080877,-0.59753198959747,1.9999557565577565e-12,0.5621161549728407,AllCF
12,45338.0,0.505,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0329617026416836,0.383331443320751,0.3791537475818357,0.371184699425946,0.3852878532487122,8.101627906477132,-3.518585966312137,1.999955756557756e-12,0.572736126457805,AllCF
13,29289.0,0.505,0.7525,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.3942531337397617,0.3438212221795496,0.4822115608684943,0.3208664690785718,0.4994850125769801,9.061317136817088,-6.077704114896253,-0.0154032706771099,0.7525279917431306,AllCF
14,29290.0,0.505,1.0,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.7676213273129788,0.3438212221795496,0.3971158083790557,0.3208664690785718,0.4200705614800336,9.061317136817088,-8.320380106258483,-0.0154032706771099,0.7563403012357153,AllCF
15,30016.0,0.7525,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.8259662703003433,0.2833776859382238,0.8347749491157666,0.371184699425946,0.8338968789808894,4.503487940080877,0.79257384657434,1.9999557565577565e-12,0.8376087259751288,AllCF
16,30017.0,0.7525,0.2575,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.5378154923489079,0.2833776859382238,0.7646389718460561,0.371184699425946,0.7420286658729677,4.503487940080877,-0.322039418595677,1.9999557565577565e-12,0.8376087259746338,AllCF
17,45343.0,0.7525,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,0.2477357058703098,0.383331443320751,0.6598511560938292,0.371184699425946,0.6659852617607056,8.101627906477132,-3.2378885578001437,1.999955756557756e-12,0.8534335349697985,AllCF
18,45344.0,0.7525,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0491162004710237,0.383331443320751,0.5649766238719434,0.371184699425946,0.574117048652784,8.101627906477132,-5.243041464653233,1.999955756557756e-12,0.8534335349693034,AllCF
19,29295.0,0.7525,1.0,0.85,0.7,1.4672020407101096,1.5085583578715842,-0.4044888222372267,0.3438212221795496,0.7602483134548079,0.3208664690785718,0.7832030665557856,9.061317136817088,-7.957247601182731,-0.0154032706771099,1.1194728063114674,AllCF
20,30021.0,1.0,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,1.101458841302137,0.2833776859382238,1.1102675201175598,0.371184699425946,1.1093894499826826,4.503487940080877,1.0680664175761332,1.9999557565577565e-12,1.113101296976922,AllCF
21,30022.0,1.0,0.2575,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.8133080633507012,0.2833776859382238,1.0401315428478497,0.371184699425946,1.017521236874761,4.503487940080877,-0.0465468475938837,1.9999557565577565e-12,1.1131012969764271,AllCF
22,30023.0,1.0,0.505,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.5251572853992658,0.2833776859382238,0.969995565578139,0.371184699425946,0.9256530237668392,4.503487940080877,-1.1611601127639006,1.9999557565577565e-12,1.113101296975932,AllCF
23,45349.0,1.0,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,0.2315812080409698,0.383331443320751,0.8456740323839369,0.371184699425946,0.8548144571647776,8.101627906477132,-4.96234405614124,1.999955756557756e-12,1.134130943481297,AllCF
24,45350.0,1.0,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0652706983003637,0.383331443320751,0.750799500162051,0.371184699425946,0.762946244056856,8.101627906477132,-6.96749696299433,1.999955756557756e-12,1.134130943480802,AllCF
0,45326.0,0.01,0.01,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0006527069830036,0.383331443320751,0.0075079950016205,0.371184699425946,0.0076294624405685,8.101627906477132,-0.0696749696299433,1.999955756557756e-12,0.011341309434808,MeanCF
1,45327.0,0.01,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,-0.2975046133243371,0.383331443320751,-0.0873665372202653,0.371184699425946,-0.0842387506673531,8.101627906477132,-2.0748278764830337,1.999955756557756e-12,0.011341309434313,MeanCF
2,45328.0,0.01,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,-0.5943565196656706,0.383331443320751,-0.1822410694421512,0.371184699425946,-0.1761069637752747,8.101627906477132,-4.079980783336124,1.999955756557756e-12,0.011341309433818,MeanCF
3,45329.0,0.01,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,-0.8912084260070041,0.383331443320751,-0.277115601664037,0.371184699425946,-0.2679751768831964,8.101627906477132,-6.085133690189214,1.999955756557756e-12,0.011341309433323,MeanCF
4,45330.0,0.01,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-1.1880603323483376,0.383331443320751,-0.3719901338859229,0.371184699425946,-0.359843389991118,8.101627906477132,-8.090286597042304,1.999955756557756e-12,0.011341309432828,MeanCF
5,30006.0,0.2575,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.2749811282967571,0.2833776859382238,0.2837898071121803,0.371184699425946,0.2829117369773031,4.503487940080877,0.2415887045707538,1.9999557565577565e-12,0.2866235839715426,MeanCF
6,45332.0,0.2575,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0168072048123436,0.383331443320751,0.1933308712917281,0.371184699425946,0.1964586578446404,8.101627906477132,-1.79413046797104,1.999955756557756e-12,0.2920387179463065,MeanCF
7,45333.0,0.2575,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,-0.3136591111536771,0.383331443320751,0.0984563390698422,0.371184699425946,0.1045904447367187,8.101627906477132,-3.7992833748241295,1.999955756557756e-12,0.2920387179458115,MeanCF
8,45334.0,0.2575,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,-0.6105110174950106,0.383331443320751,0.0035818068479564,0.371184699425946,0.012722231628797,8.101627906477132,-5.80443628167722,1.999955756557756e-12,0.2920387179453165,MeanCF
9,45335.0,0.2575,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-0.907362923836344,0.383331443320751,-0.0912927253739294,0.371184699425946,-0.0791459814791245,8.101627906477132,-7.80958918853031,1.999955756557756e-12,0.2920387179448215,MeanCF
10,30011.0,0.505,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.5504736992985503,0.2833776859382238,0.5592823781139735,0.371184699425946,0.5584043079790963,4.503487940080877,0.517081275572547,1.9999557565577565e-12,0.5621161549733358,MeanCF
11,45337.0,0.505,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,0.2638902036996498,0.383331443320751,0.4740282798037216,0.371184699425946,0.4771560663566339,8.101627906477132,-1.5134330594590466,1.999955756557756e-12,0.5727361264583,MeanCF
12,45338.0,0.505,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0329617026416836,0.383331443320751,0.3791537475818357,0.371184699425946,0.3852878532487122,8.101627906477132,-3.518585966312137,1.999955756557756e-12,0.572736126457805,MeanCF
13,45339.0,0.505,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,-0.3298136089830171,0.383331443320751,0.2842792153599499,0.371184699425946,0.2934196401407906,8.101627906477132,-5.523738873165227,1.999955756557756e-12,0.57273612645731,MeanCF
14,45340.0,0.505,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-0.6266655153243507,0.383331443320751,0.189404683138064,0.371184699425946,0.2015514270328689,8.101627906477132,-7.528891780018317,1.999955756557756e-12,0.572736126456815,MeanCF
15,30016.0,0.7525,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.8259662703003433,0.2833776859382238,0.8347749491157666,0.371184699425946,0.8338968789808894,4.503487940080877,0.79257384657434,1.9999557565577565e-12,0.8376087259751288,MeanCF
16,45342.0,0.7525,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,0.5445876122116433,0.383331443320751,0.7547256883157151,0.371184699425946,0.7578534748686273,8.101627906477132,-1.232735650947053,1.999955756557756e-12,0.8534335349702934,MeanCF
17,45343.0,0.7525,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,0.2477357058703098,0.383331443320751,0.6598511560938292,0.371184699425946,0.6659852617607056,8.101627906477132,-3.2378885578001437,1.999955756557756e-12,0.8534335349697985,MeanCF
18,45344.0,0.7525,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0491162004710237,0.383331443320751,0.5649766238719434,0.371184699425946,0.574117048652784,8.101627906477132,-5.243041464653233,1.999955756557756e-12,0.8534335349693034,MeanCF
19,45345.0,0.7525,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-0.3459681068123572,0.383331443320751,0.4701020916500574,0.371184699425946,0.4822488355448623,8.101627906477132,-7.248194371506324,1.999955756557756e-12,0.8534335349688085,MeanCF
20,30021.0,1.0,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,1.101458841302137,0.2833776859382238,1.1102675201175598,0.371184699425946,1.1093894499826826,4.503487940080877,1.0680664175761332,1.9999557565577565e-12,1.113101296976922,MeanCF
21,45347.0,1.0,0.2575,0.2,1.0,1.134130943482802,1.1994016417831657,0.8252850207236369,0.383331443320751,1.0354230968277085,0.371184699425946,1.038550883380621,8.101627906477132,-0.9520382424350596,1.999955756557756e-12,1.134130943482287,MeanCF
22,45348.0,1.0,0.505,0.2,1.0,1.134130943482802,1.1994016417831657,0.5284331143823033,0.383331443320751,0.9405485646058228,0.371184699425946,0.9466826702726991,8.101627906477132,-2.9571911492881497,1.999955756557756e-12,1.134130943481792,MeanCF
23,45349.0,1.0,0.7525,0.2,1.0,1.134130943482802,1.1994016417831657,0.2315812080409698,0.383331443320751,0.8456740323839369,0.371184699425946,0.8548144571647776,8.101627906477132,-4.96234405614124,1.999955756557756e-12,1.134130943481297,MeanCF
24,45350.0,1.0,1.0,0.2,1.0,1.134130943482802,1.1994016417831657,-0.0652706983003637,0.383331443320751,0.750799500162051,0.371184699425946,0.762946244056856,8.101627906477132,-6.96749696299433,1.999955756557756e-12,1.134130943480802,MeanCF
0,30001.0,0.01,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,-0.000511442705036,0.2833776859382238,0.0082972361103871,0.371184699425946,0.0074191659755099,4.503487940080877,-0.0339038664310393,1.9999557565577565e-12,0.0111310129697494,MinCF
1,45427.0,0.01,0.2575,0.35,0.65,1.3888143959396406,1.4164490789579498,-0.3508474938722756,0.2806066414000019,-0.058368066201104,0.4582584906330915,-0.1041134173786246,6.96562593759976,-1.7797605349725418,1.9999557565577565e-12,0.0138881439588814,MinCF
2,45428.0,0.01,0.505,0.35,0.65,1.3888143959396406,1.4164490789579498,-0.7014186409143682,0.2806066414000019,-0.1278182099476045,0.4582584906330915,-0.2175323938103147,6.96562593759976,-3.503752954528482,1.9999557565577565e-12,0.0138881439583864,MinCF
3,45429.0,0.01,0.7525,0.35,0.65,1.3888143959396406,1.4164490789579498,-1.0519897879564608,0.2806066414000019,-0.197268353694105,0.4582584906330915,-0.3309513702420049,6.96562593759976,-5.227745374084423,1.9999557565577565e-12,0.0138881439578914,MinCF
4,45430.0,0.01,1.0,0.35,0.65,1.3888143959396406,1.4164490789579498,-1.4025609349985535,0.2806066414000019,-0.2667184974406055,0.4582584906330915,-0.444370346673695,6.96562593759976,-6.951737793640364,1.9999557565577565e-12,0.0138881439573964,MinCF
5,30006.0,0.2575,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.2749811282967571,0.2833776859382238,0.2837898071121803,0.371184699425946,0.2829117369773031,4.503487940080877,0.2415887045707538,1.9999557565577565e-12,0.2866235839715426,MinCF
6,30007.0,0.2575,0.2575,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,-0.0131696496546783,0.2833776859382238,0.2136538298424699,0.371184699425946,0.1910435238693814,4.503487940080877,-0.8730245605992633,1.9999557565577565e-12,0.2866235839710476,MinCF
7,30008.0,0.2575,0.505,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,-0.3013204276061137,0.2833776859382238,0.1435178525727595,0.371184699425946,0.0991753107614598,4.503487940080877,-1.98763782576928,1.9999557565577565e-12,0.2866235839705526,MinCF
8,5084.0,0.2575,0.7525,0.3999999999999999,0.05,1.2820499109133272,1.2702394787099731,-0.6257273556690732,0.1901349139893088,0.1870513292832268,0.4339284278373531,0.0035967101125735,5.331905514799286,-3.6821310478262808,-0.1648149962645403,0.4541511367492483,MinCF
9,5085.0,0.2575,1.0,0.3999999999999999,0.05,1.2820499109133272,1.2702394787099731,-0.9401116266497916,0.1901349139893088,0.1399929380708728,0.4339284278373531,-0.1038005757771713,5.331905514799286,-5.001777662739104,-0.1648149962645403,0.4949428483247221,MinCF
10,30011.0,0.505,0.01,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.5504736992985503,0.2833776859382238,0.5592823781139735,0.371184699425946,0.5584043079790963,4.503487940080877,0.517081275572547,1.9999557565577565e-12,0.5621161549733358,MinCF
11,30012.0,0.505,0.2575,0.75,0.7999999999999999,1.113101296976942,1.1642455674805472,0.2623229213471149,0.2833776859382238,0.4891464008442631,0.371184699425946,0.4665360948711746,4.503487940080877,-0.59753198959747,1.9999557565577565e-12,0.5621161549728407,MinCF
